listing_id,comments
2515,0.29519494701882637
2539,0.4461976911976912
2595,0.33088823151527863
3330,0.34665535699155786
3831,0.33944187207551707
5022,0.29696662629698345
5099,0.31103074524364804
5121,0.41103958037847793
5172,0.32512228925660763
5178,0.28189031788542285
5203,0.42816708910097145
5216,0.34054451039770023
5238,0.35726894945986903
5295,0.39994691317415115
5435,0.4465471543259373
5803,0.3990685525652529
6021,0.3802530238216187
6090,0.46982820413452697
6848,0.3701870570213307
6990,0.392956280596756
7036,0.30217712842712846
7064,0.4255817029654239
7097,0.4529368795519919
7241,0.4039483256701145
7322,0.4564262370501439
7726,0.4215570574294533
7801,0.4782403983619261
7970,0.34536404041233587
8024,0.3840072287067258
8025,0.44515619622941355
8110,0.4071832731218013
8225,0.27328864872356856
8343,0.3065706219479163
8490,0.37201060557317683
8505,0.5057912457912459
9357,0.39996765831789877
9518,0.2751224675464634
9657,0.30387050948916894
9668,0.3202593638063907
9704,0.35152303129588985
9782,0.351916648901712
9783,0.336224723744488
10452,0.30781219287063644
10962,0.3727130070966776
11708,0.31996194430514696
12048,0.4115001693941468
12192,0.36010589524332753
12299,0.4008501152527127
12303,0.33871795838242297
12318,0.3738784343419229
12343,0.30975873969287043
12627,0.3119915674603175
12937,0.3576377315087786
12940,0.33581378847841276
13050,0.2836826505830693
13076,0.4017380952380953
13121,0.322995167520034
13394,0.3844355548343066
13414,0.44457080470311244
13552,0.36522871669320917
13808,0.3783180878644155
14287,0.28573849627468045
14290,0.4290471856736033
14314,0.3446504525912915
14322,0.34180013020833333
14377,0.4101297609260583
14694,0.427551541051541
14708,0.3377988461977926
14991,0.29858607510529794
15220,0.3354701217328492
15230,0.25268976907865803
15338,0.33465743280900967
15341,0.37150591315483994
15385,0.45719938435470026
15491,0.3783333333333333
15493,0.3210893969690473
15509,0.3488037479220515
15729,0.3028389587239854
16326,0.3617734629234973
16338,0.3901959448279288
16421,0.3247684342655495
16458,0.5866360978203083
16580,0.45275986613176994
16595,0.40952925682730945
16821,0.44298269693088616
16974,0.3065560763937664
16990,0.3173398148148149
17092,0.28490141965877264
17240,0.35418442566893654
17297,0.30904206695642095
